t	x
65.4	1.05701
65.6	1.06472
65.8	1.10563
66	1.10563
66.2	1.11402
66.4	1.07948
66.6	1.04695
66.8	1.04796
67	1.06975
67.2	1.08082
67.4	1.06103
67.6	1.07948
67.8	1.1063
68	1.10731
68.2	1.10228
68.4	1.07277
68.6	1.04326
68.8	1.056
69	1.10966
69.2	1.10765
69.4	1.08887
69.6	1.03219
69.8	1.07076
70	1.06841
70.2	1.12408
70.4	1.07847
70.6	1.07646
70.8	1.03353
71	1.07109
71.2	1.04628
71.4	1.0939
71.6	1.10932
71.8	1.13447
72	1.09557
72.2	1.07411
72.4	1.06741
72.6	1.11905
72.8	1.12408
73	1.1167
73.2	1.08652
73.4	1.07344
73.6	1.09155
73.8	1.10362
74	1.11737
74.2	1.09457
74.4	1.07612
74.6	1.06875
74.8	1.1157
75	1.0996
75.2	1.07411
75.4	1.05802
75.6	1.09692
75.8	1.09323
76	1.10899
76.2	1.08585
76.4	1.08115
76.6	1.09457
76.8	1.0939
77	1.11905
77.2	1.07881
77.4	1.1157
77.6	1.12844
77.8	1.11737
78	1.10832
78.2	1.08216
78.4	1.11502
78.6	1.09457
78.8	1.07814
79	1.04728
79.2	1.05466
79.4	1.12475
79.6	1.13078
79.8	1.10463
80	1.07814
80.2	1.11905
80.4	1.12374
80.6	1.12039
80.8	1.08484
81	1.10228
81.2	1.09658
81.4	1.06204
81.6	1.06271
81.8	1.1224
82	1.15493
82.2	1.13481
82.4	1.08451
82.6	1.08887
82.8	1.14956
83	1.15325
83.2	1.11368
83.4	1.08719
83.6	1.1053
83.8	1.15761
84	1.13783
84.2	1.09524
84.4	1.06573
84.6	1.05433
84.8	1.09725
85	1.08216
85.2	1.10463
85.4	1.09088
85.6	1.13279
85.8	1.08954
86	1.08618
86.2	1.12475
86.4	1.16533
86.6	1.17304
86.8	1.09624
87	1.10731
87.2	1.12441
87.4	1.11737
87.6	1.11066
87.8	1.07746
88	1.11972
88.2	1.12441
88.4	1.11335
88.6	1.10396
88.8	1.06606
89	1.07579
89.2	1.1053
89.4	1.11234
89.6	1.14084
89.8	1.0731
90	1.08149
90.2	1.09557
90.4	1.20657
90.6	1.16734
90.8	1.13011
91	1.02716
91.2	1.08618
91.4	1.10631
91.6	1.13414
91.8	1.13783
92	1.13649
92.2	1.14554
92.4	1.10966
92.6	1.07277
