t	x
24.4	1.15427
24.6	1.15345
24.8	1.15238
25	1.15097
25.2	1.14915
25.4	1.14686
25.6	1.1441
25.8	1.14086
26	1.13718
26.2	1.13313
26.4	1.12879
26.6	1.12427
26.8	1.11969
27	1.11516
27.2	1.11081
27.4	1.10677
27.6	1.10314
27.8	1.10003
28	1.09753
28.2	1.0957
28.4	1.09459
28.6	1.09424
28.8	1.09466
29	1.09585
29.2	1.09777
29.4	1.10039
29.6	1.10366
29.8	1.1075
30	1.11184
30.2	1.11657
30.4	1.12162
30.6	1.12687
30.8	1.13222
31	1.13759
31.2	1.14287
31.4	1.14797
31.6	1.15283
31.8	1.15737
32	1.16155
32.2	1.16531
32.4	1.16864
32.6	1.17151
32.8	1.17393
33	1.1759
33.2	1.17743
33.4	1.17855
33.6	1.17928
33.8	1.17965
34	1.1797
34.2	1.17945
34.4	1.17895
34.6	1.17822
34.8	1.17731
35	1.17624
35.2	1.17505
35.4	1.17377
35.6	1.17244
35.8	1.1711
36	1.16978
36.2	1.16852
36.4	1.16736
36.6	1.16633
36.8	1.16548
37	1.16483
37.2	1.16442
37.4	1.16428
37.6	1.16443
37.8	1.1649
38	1.1657
38.2	1.16683
38.4	1.16829
38.6	1.17006
38.8	1.17214
39	1.17448
39.2	1.17706
39.4	1.17982
39.6	1.18273
39.8	1.18571
40	1.18873
40.2	1.19172
40.4	1.19461
40.6	1.19736
40.8	1.19992
41	1.20224
41.2	1.20429
41.4	1.20605
41.6	1.2075
41.8	1.20864
42	1.20949
42.2	1.21005
42.4	1.21037
42.6	1.21047
42.8	1.2104
43	1.2102
43.2	1.20992
43.4	1.20961
43.6	1.2093
43.8	1.20903
44	1.20884
44.2	1.20875
44.4	1.20877
44.6	1.2089
44.8	1.20915
45	1.2095
45.2	1.20993
45.4	1.21042
45.6	1.21094
45.8	1.21145
46	1.21191
46.2	1.2123
46.4	1.21258
46.6	1.21272
46.8	1.21271
47	1.21252
47.2	1.21215
47.4	1.21161
47.6	1.2109
47.8	1.21004
48	1.20906
48.2	1.20799
48.4	1.20687
48.6	1.20573
48.8	1.20462
49	1.20358
49.2	1.20264
49.4	1.20183
49.6	1.2012
49.8	1.20075
50	1.20051
50.2	1.20049
50.4	1.20068
50.6	1.20109
50.8	1.20169
51	1.20247
51.2	1.20341
51.4	1.20448
51.6	1.20564
51.8	1.20686
52	1.20812
52.2	1.20937
52.4	1.21059
52.6	1.21174
52.8	1.21281
53	1.21377
53.2	1.21462
53.4	1.21534
53.6	1.21593
53.8	1.21638
54	1.21672
54.2	1.21693
54.4	1.21705
54.6	1.21707
54.8	1.21702
55	1.21691
55.2	1.21676
55.4	1.21657
55.6	1.21637
55.8	1.21615
56	1.21593
56.2	1.21572
56.4	1.21552
56.6	1.21532
56.8	1.21514
57	1.21497
57.2	1.21481
57.4	1.21466
57.6	1.21453
57.8	1.21441
58	1.2143
58.2	1.21421
58.4	1.21415
58.6	1.21411
58.8	1.21411
59	1.21416
59.2	1.21426
59.4	1.21441
59.6	1.21463
59.8	1.21492
60	1.21529
60.2	1.21572
60.4	1.21624
60.6	1.21682
60.8	1.21746
61	1.21815
61.2	1.21889
61.4	1.21965
61.6	1.22043
61.8	1.22119
62	1.22194
62.2	1.22263
62.4	1.22328
62.6	1.22384
62.8	1.22432
63	1.22471
63.2	1.22499
63.4	1.22517
63.6	1.22524
63.8	1.22522
64	1.2251
64.2	1.22491
64.4	1.22466
64.6	1.22436
64.8	1.22404
65	1.22372
65.2	1.2234
65.4	1.22313
65.6	1.2229
65.8	1.22274
66	1.22267
66.2	1.22268
66.4	1.2228
66.6	1.22301
66.8	1.22333
67	1.22374
67.2	1.22425
67.4	1.22483
67.6	1.22548
67.8	1.22619
68	1.22693
68.2	1.2277
68.4	1.22847
68.6	1.22924
68.8	1.22997
69	1.23067
69.2	1.23133
69.4	1.23192
69.6	1.23245
69.8	1.23291
70	1.23331
70.2	1.23363
70.4	1.23389
70.6	1.23408
70.8	1.23421
71	1.2343
71.2	1.23434
71.4	1.23434
71.6	1.23431
71.8	1.23425
72	1.23418
72.2	1.23409
72.4	1.234
72.6	1.2339
72.8	1.23379
73	1.23368
73.2	1.23356
73.4	1.23345
73.6	1.23333
73.8	1.23321
74	1.23309
74.2	1.23296
74.4	1.23284
74.6	1.23272
74.8	1.2326
75	1.23248
75.2	1.23237
75.4	1.23227
75.6	1.23219
75.8	1.23212
76	1.23207
76.2	1.23205
76.4	1.23205
76.6	1.23208
76.8	1.23214
77	1.23222
77.2	1.23234
77.4	1.23248
77.6	1.23264
77.8	1.23282
78	1.23302
78.2	1.23324
78.4	1.23346
78.6	1.23368
78.8	1.2339
79	1.23412
79.2	1.23433
79.4	1.23453
79.6	1.23472
79.8	1.23489
80	1.23504
