t	x
0	1.00416
0.2	1.00569
0.4	1.00704
0.6	1.00822
0.8	1.00922
1	1.01004
1.2	1.01069
1.4	1.01057
1.6	1.00922
1.8	1.01087
2	1.01148
2.2	1.01303
2.4	1.01304
2.6	1.01243
2.8	1.01342
3	1.01452
3.2	1.01551
3.4	1.01671
3.6	1.01691
3.8	1.01465
4	1.01522
4.2	1.01841
4.4	1.01806
4.6	1.01954
4.8	1.02
5	1.02073
5.2	1.02257
5.4	1.02345
5.6	1.0261
5.8	1.0305
6	1.03194
6.2	1.03227
6.4	1.03866
6.6	1.04256
6.8	1.04299
7	1.04634
7.2	1.04631
7.4	1.04592
7.6	1.04614
7.8	1.04293
8	1.0438
8.2	1.04962
8.4	1.05283
8.6	1.0527
8.8	1.05643
9	1.05556
9.2	1.05453
9.4	1.06005
9.6	1.06054
9.8	1.06268
10	1.06478
10.2	1.06245
10.4	1.07154
10.6	1.08383
10.8	1.08925
11	1.09045
11.2	1.09034
11.4	1.08869
11.6	1.08934
11.8	1.09119
12	1.08573
12.2	1.08418
12.4	1.08174
12.6	1.08263
12.8	1.09529
13	1.10105
13.2	1.10004
13.4	1.09666
13.6	1.10053
13.8	1.10368
14	1.10257
14.2	1.1041
14.4	1.09761
14.6	1.09614
14.8	1.10018
15	1.09924
15.2	1.09531
15.4	1.09634
15.6	1.09539
15.8	1.08955
16	1.09138
16.2	1.09241
16.4	1.09009
16.6	1.09372
16.8	1.09348
17	1.0975
17.2	1.10315
17.4	1.09784
17.6	1.09632
17.8	1.09776
18	1.09082
18.2	1.08708
18.4	1.08601
18.6	1.08943
18.8	1.09078
19	1.09357
19.2	1.09727
19.4	1.09848
19.6	1.09587
19.8	1.09437
20	1.09199
20.2	1.0839
20.4	1.08178
20.6	1.0847
20.8	1.08351
21	1.08353
21.2	1.08843
21.4	1.08852
21.6	1.08754
21.8	1.08769
22	1.08488
22.2	1.08553
22.4	1.0865
22.6	1.08062
22.8	1.07864
23	1.07838
23.2	1.07545
23.4	1.07317
23.6	1.07738
23.8	1.07301
24	1.07194
24.2	1.07477
24.4	1.07592
24.6	1.07126
24.8	1.06736
25	1.06705
25.2	1.06652
25.4	1.06571
25.6	1.06519
25.8	1.06831
26	1.07308
26.2	1.07774
26.4	1.0862
26.6	1.08162
26.8	1.07347
27	1.07089
27.2	1.07071
27.4	1.07959
27.6	1.07813
27.8	1.07581
28	1.07929
28.2	1.0792
28.4	1.08174
28.6	1.08927
28.8	1.08742
29	1.07524
29.2	1.07175
29.4	1.07894
29.6	1.08339
29.8	1.0897
30	1.09443
30.2	1.09148
30.4	1.08828
30.6	1.0844
30.8	1.08253
31	1.08613
31.2	1.08525
31.4	1.07718
31.6	1.08014
31.8	1.08748
32	1.09132
32.2	1.10341
32.4	1.10534
32.6	1.09414
32.8	1.09001
33	1.08509
33.2	1.07442
33.4	1.08797
33.6	1.10207
33.8	1.08491
34	1.08146
34.2	1.08373
34.4	1.07914
34.6	1.0975
34.8	1.10419
35	1.09206
35.2	1.08886
35.4	1.09278
35.6	1.08892
35.8	1.1059
36	1.11241
36.2	1.09353
36.4	1.09644
36.6	1.10169
36.8	1.09681
37	1.1053
37.2	1.11159
37.4	1.10063
37.6	1.09946
37.8	1.1042
38	1.09906
38.2	1.09822
38.4	1.08843
38.6	1.08625
38.8	1.09561
39	1.08642
39.2	1.07784
39.4	1.08481
39.6	1.09751
39.8	1.10124
40	1.10299
40.2	1.11741
40.4	1.12789
40.6	1.11973
40.8	1.10336
41	1.09955
41.2	1.10455
41.4	1.09933
41.6	1.10162
41.8	1.10448
42	1.09209
42.2	1.09178
42.4	1.10436
42.6	1.10783
42.8	1.09592
43	1.08203
43.2	1.07955
43.4	1.08368
43.6	1.08917
43.8	1.08985
44	1.09382
44.2	1.0919
44.4	1.09393
44.6	1.11283
44.8	1.12471
45	1.12399
45.2	1.11773
45.4	1.11013
45.6	1.11501
45.8	1.11811
46	1.11808
46.2	1.11018
46.4	1.12075
46.6	1.13051
46.8	1.12781
47	1.12364
47.2	1.115
47.4	1.11151
47.6	1.09727
47.8	1.08989
48	1.09267
48.2	1.09732
48.4	1.11137
48.6	1.10836
48.8	1.11316
49	1.12442
49.2	1.12473
49.4	1.12022
49.6	1.1199
49.8	1.11753
50	1.1129
50.2	1.11815
50.4	1.11969
50.6	1.11034
50.8	1.10573
51	1.11664
51.2	1.10645
51.4	1.10926
51.6	1.11736
51.8	1.11786
52	1.13772
52.2	1.13794
52.4	1.14861
52.6	1.14869
52.8	1.1261
53	1.1189
53.2	1.11232
53.4	1.11622
53.6	1.11016
53.8	1.10356
54	1.10509
54.2	1.10811
54.4	1.12001
54.6	1.12538
54.8	1.13736
55	1.12699
55.2	1.10919
55.4	1.124
55.6	1.11702
55.8	1.118
56	1.14407
56.2	1.13795
56.4	1.11471
56.6	1.10864
56.8	1.10487
57	1.11245
57.2	1.11759
57.4	1.12245
57.6	1.14038
57.8	1.1536
58	1.13571
58.2	1.13805
58.4	1.16193
58.6	1.14641
58.8	1.12936
59	1.12364
59.2	1.11795
59.4	1.12706
59.6	1.11677
59.8	1.12422
60	1.13821
60.2	1.10908
60.4	1.09071
60.6	1.10907
60.8	1.12511
61	1.1123
61.2	1.12864
61.4	1.14681
61.6	1.14104
61.8	1.15969
62	1.14653
62.2	1.13371
62.4	1.13643
62.6	1.12503
62.8	1.13073
63	1.12424
63.2	1.1188
63.4	1.12005
63.6	1.14441
63.8	1.14829
64	1.12211
64.2	1.12819
64.4	1.12497
64.6	1.11428
64.8	1.11896
65	1.12741
65.2	1.12399
65.4	1.1184
65.6	1.1188
65.8	1.11466
66	1.11124
66.2	1.11368
66.4	1.12329
66.6	1.11994
66.8	1.14011
67	1.14438
67.2	1.13666
67.4	1.15473
67.6	1.14751
67.8	1.15652
68	1.16194
68.2	1.14274
68.4	1.13277
68.6	1.13645
68.8	1.11817
69	1.11034
69.2	1.12459
69.4	1.13381
69.6	1.13383
69.8	1.14059
70	1.14919
70.2	1.16315
70.4	1.15901
70.6	1.12882
70.8	1.11186
71	1.09317
71.2	1.08576
71.4	1.10162
71.6	1.11755
71.8	1.14061
72	1.13345
72.2	1.12457
72.4	1.12138
72.6	1.12454
72.8	1.11761
73	1.10362
73.2	1.11555
73.4	1.11565
73.6	1.11885
73.8	1.14025
74	1.15977
74.2	1.16106
74.4	1.14936
74.6	1.13775
74.8	1.11966
75	1.12978
75.2	1.12899
75.4	1.12304
75.6	1.12901
75.8	1.1163
76	1.11581
76.2	1.14356
76.4	1.14451
76.6	1.14097
76.8	1.15868
77	1.16718
77.2	1.15473
77.4	1.14073
77.6	1.14064
77.8	1.13834
78	1.12004
78.2	1.11495
78.4	1.12785
78.6	1.12546
78.8	1.12522
79	1.13108
79.2	1.14029
79.4	1.15526
79.6	1.13227
79.8	1.11097
80	1.11815
80.2	1.12994
80.4	1.11483
80.6	1.12771
80.8	1.16578
81	1.1533
81.2	1.15181
81.4	1.15934
81.6	1.17919
81.8	1.20094
82	1.1853
82.2	1.16021
82.4	1.14622
82.6	1.14965
82.8	1.11391
83	1.09687
83.2	1.13294
83.4	1.11658
83.6	1.09385
83.8	1.13275
84	1.17029
84.2	1.1709
84.4	1.15465
84.6	1.15441
84.8	1.17517
85	1.16331
85.2	1.13656
85.4	1.14104
85.6	1.18146
85.8	1.18415
86	1.16252
86.2	1.18507
86.4	1.17101
86.6	1.14666
86.8	1.13887
87	1.15157
87.2	1.14422
87.4	1.11136
87.6	1.11529
87.8	1.12045
88	1.1419
88.2	1.14675
88.4	1.1435
88.6	1.14501
88.8	1.12123
89	1.10942
