t	x
76.8	1.1136
77	1.0912
77.2	1.1256
77.4	1.1322
77.6	1.0948
77.8	1.106
78	1.1188
78.2	1.1102
78.4	1.1012
78.6	1.1672
78.8	1.1524
79	1.1378
79.2	1.1178
79.4	1.136
79.6	1.1118
79.8	1.0932
80	1.0984
80.2	1.0992
80.4	1.0822
80.6	1.079
80.8	1.094
81	1.0994
81.2	1.0954
81.4	1.109
81.6	1.1064
81.8	1.1108
82	1.1402
82.2	1.1262
82.4	1.1132
82.6	1.1234
82.8	1.1526
83	1.105
83.2	1.1418
83.4	1.1412
83.6	1.1356
83.8	1.1228
84	1.1248
84.2	1.075
84.4	1.088
84.6	1.1206
84.8	1.1162
85	1.107
85.2	1.155
85.4	1.1258
85.6	1.0884
85.8	1.0966
86	1.1282
86.2	1.0848
86.4	1.092
86.6	1.1462
86.8	1.1328
87	1.12
87.2	1.1404
87.4	1.1696
87.6	1.13
87.8	1.1234
88	1.1104
88.2	1.1118
88.4	1.0996
88.6	1.083
88.8	1.0802
89	1.0946
89.2	1.0956
89.4	1.0568
89.6	1.0912
89.8	1.0834
90	1.061
90.2	1.0938
90.4	1.1094
90.6	1.078
90.8	1.1002
91	1.0952
91.2	1.0882
91.4	1.1022
91.6	1.0718
91.8	1.0968
92	1.1324
92.2	1.1422
92.4	1.1114
92.6	1.1388
92.8	1.1244
93	1.103
93.2	1.0686
93.4	1.1202
93.6	1.1072
93.8	1.096
94	1.1154
94.2	1.1398
94.4	1.0922
94.6	1.095
94.8	1.0736
95	1.1598
95.2	1.1482
95.4	1.176
95.6	1.2068
95.8	1.2106
96	1.1216
96.2	1.1156
96.4	1.108
96.6	1.1332
96.8	1.1402
97	1.1592
97.2	1.1448
97.4	1.1418
97.6	1.1056
97.8	1.1594
98	1.17667
