t	x
0	1
0.1	1.00264
0.2	1.0021
0.3	1.00287
0.4	1.00416
0.5	1.0052
0.6	1.00543
0.7	1.00591
0.8	1.00681
0.9	1.00757
1	1.00808
1.1	1.00771
1.2	1.00784
1.3	1.00816
1.4	1.00902
1.5	1.00925
1.6	1.00915
1.7	1.00982
1.8	1.01103
1.9	1.01214
2	1.01321
2.1	1.01459
2.2	1.0159
2.3	1.01747
2.4	1.01876
2.5	1.01939
2.6	1.02068
2.7	1.02221
2.8	1.02308
2.9	1.02497
3	1.02683
3.1	1.02912
3.2	1.03271
3.3	1.03469
3.4	1.03687
3.5	1.03906
3.6	1.04149
3.7	1.04307
3.8	1.0438
3.9	1.04468
4	1.04521
4.1	1.04675
4.2	1.04915
4.3	1.05076
4.4	1.0536
4.5	1.05653
4.6	1.05821
4.7	1.06199
4.8	1.06406
4.9	1.06627
5	1.06729
5.1	1.06854
5.2	1.07034
5.3	1.07304
5.4	1.07388
5.5	1.0775
5.6	1.08011
5.7	1.08367
5.8	1.0867
5.9	1.08963
6	1.0903
6.1	1.09223
6.2	1.09183
6.3	1.0926
6.4	1.09371
6.5	1.09136
6.6	1.09173
6.7	1.09491
6.8	1.09633
6.9	1.09936
7	1.09945
7.1	1.09887
7.2	1.10227
7.3	1.10056
7.4	1.09981
7.5	1.09993
7.6	1.09762
7.7	1.09854
7.8	1.09857
7.9	1.09618
8	1.09802
8.1	1.09361
8.2	1.09356
8.3	1.09201
8.4	1.08765
8.5	1.08584
8.6	1.08508
8.7	1.08346
8.8	1.08468
8.9	1.08026
9	1.07813
9.1	1.07763
9.2	1.07564
9.3	1.07564
9.4	1.07151
9.5	1.07181
9.6	1.07271
9.7	1.07277
9.8	1.07323
9.9	1.06957
10	1.06803
10.1	1.06844
10.2	1.06422
10.3	1.05891
10.4	1.05596
10.5	1.05299
10.6	1.05449
10.7	1.05213
10.8	1.04987
10.9	1.0456
11	1.0449
11.1	1.04622
11.2	1.04166
11.3	1.0408
11.4	1.03775
11.5	1.0333
11.6	1.03365
11.7	1.03333
11.8	1.03059
11.9	1.031
12	1.02926
12.1	1.02824
12.2	1.02992
12.3	1.02987
12.4	1.03019
12.5	1.02652
12.6	1.0278
12.7	1.02752
12.8	1.02787
12.9	1.02834
13	1.02903
13.1	1.02589
13.2	1.02684
13.3	1.02652
13.4	1.02331
13.5	1.02237
13.6	1.02321
13.7	1.02244
13.8	1.02247
13.9	1.02368
14	1.02406
14.1	1.02683
14.2	1.02796
14.3	1.02927
14.4	1.02706
14.5	1.02692
14.6	1.02683
14.7	1.0263
14.8	1.02546
14.9	1.02579
15	1.02853
15.1	1.03299
15.2	1.03668
15.3	1.03758
15.4	1.04301
15.5	1.045
15.6	1.04372
15.7	1.03756
15.8	1.03548
15.9	1.03392
16	1.03109
16.1	1.02878
16.2	1.02732
16.3	1.02753
16.4	1.02757
16.5	1.03093
16.6	1.03156
16.7	1.03439
16.8	1.02803
16.9	1.02707
17	1.02834
17.1	1.02735
17.2	1.02333
17.3	1.01899
17.4	1.01863
17.5	1.02028
17.6	1.01694
17.7	1.01432
17.8	1.01832
17.9	1.01974
18	1.01867
18.1	1.0202
18.2	1.02236
18.3	1.02754
18.4	1.03195
18.5	1.0293
18.6	1.03314
18.7	1.03933
18.8	1.0401
18.9	1.03942
19	1.04336
19.1	1.04231
19.2	1.04289
19.3	1.0392
19.4	1.04094
19.5	1.03923
19.6	1.03736
19.7	1.03537
19.8	1.03491
19.9	1.03555
20	1.03842
20.1	1.03611
20.2	1.03228
20.3	1.03696
20.4	1.03283
20.5	1.03438
20.6	1.0347
20.7	1.03421
20.8	1.03587
20.9	1.03876
21	1.03929
21.1	1.04313
21.2	1.04188
21.3	1.047
21.4	1.04694
21.5	1.046
21.6	1.05002
21.7	1.04503
21.8	1.04206
21.9	1.04326
22	1.03926
22.1	1.03806
22.2	1.03651
22.3	1.03162
22.4	1.03519
22.5	1.03872
22.6	1.04205
22.7	1.0427
22.8	1.04995
22.9	1.04843
23	1.05387
23.1	1.05677
23.2	1.05941
23.3	1.05383
23.4	1.05646
23.5	1.05324
23.6	1.05576
23.7	1.05343
23.8	1.05186
23.9	1.05486
24	1.05858
24.1	1.05781
24.2	1.05665
24.3	1.06079
24.4	1.05938
24.5	1.05899
24.6	1.05118
24.7	1.04589
24.8	1.04465
24.9	1.04529
25	1.04556
25.1	1.04934
25.2	1.05186
25.3	1.05525
25.4	1.06115
25.5	1.05732
25.6	1.05281
25.7	1.04842
25.8	1.04925
25.9	1.04788
26	1.04828
26.1	1.04476
26.2	1.05077
26.3	1.05252
26.4	1.05563
26.5	1.05758
26.6	1.05813
26.7	1.05792
26.8	1.05984
26.9	1.05584
27	1.05395
27.1	1.05777
27.2	1.05352
27.3	1.0613
27.4	1.06408
27.5	1.06666
27.6	1.07093
27.7	1.07536
27.8	1.06826
27.9	1.06922
28	1.06527
28.1	1.06288
28.2	1.06096
28.3	1.05927
28.4	1.06216
28.5	1.06144
28.6	1.06229
28.7	1.05912
28.8	1.05708
28.9	1.0592
29	1.05849
29.1	1.05614
29.2	1.05918
29.3	1.05459
29.4	1.05119
29.5	1.05762
29.6	1.05228
29.7	1.05118
29.8	1.04448
29.9	1.0473
30	1.04987
30.1	1.05453
30.2	1.05069
30.3	1.05487
30.4	1.05418
30.5	1.061
30.6	1.05844
30.7	1.06033
30.8	1.05829
30.9	1.05932
31	1.05983
31.1	1.06407
31.2	1.0643
31.3	1.07076
31.4	1.06602
31.5	1.06634
31.6	1.06295
31.7	1.06174
31.8	1.06027
31.9	1.06081
32	1.05845
32.1	1.06179
32.2	1.06156
32.3	1.06352
32.4	1.07054
32.5	1.07207
32.6	1.07261
32.7	1.07398
32.8	1.07869
32.9	1.08769
33	1.09033
33.1	1.08604
33.2	1.08829
33.3	1.08929
33.4	1.08889
33.5	1.08994
33.6	1.08178
33.7	1.08282
33.8	1.07698
33.9	1.07452
34	1.07752
34.1	1.07146
34.2	1.06985
34.3	1.06786
34.4	1.06446
34.5	1.06771
34.6	1.06181
34.7	1.06113
34.8	1.06352
34.9	1.05941
35	1.0695
35.1	1.07567
35.2	1.07601
35.3	1.08623
35.4	1.08541
35.5	1.08933
35.6	1.09345
35.7	1.08684
35.8	1.08181
35.9	1.08445
36	1.08322
36.1	1.08169
36.2	1.0738
36.3	1.07174
36.4	1.06653
36.5	1.07152
36.6	1.07606
36.7	1.07212
36.8	1.07442
36.9	1.07907
37	1.08092
37.1	1.0867
37.2	1.08275
37.3	1.07347
37.4	1.07353
37.5	1.07495
37.6	1.08297
37.7	1.08023
37.8	1.0819
37.9	1.08142
38	1.09025
38.1	1.09255
38.2	1.08443
38.3	1.07507
38.4	1.07459
38.5	1.06881
38.6	1.06347
38.7	1.05774
38.8	1.06029
38.9	1.06373
39	1.0731
39.1	1.08631
39.2	1.08992
39.3	1.09595
39.4	1.09421
39.5	1.09253
39.6	1.08613
39.7	1.07725
39.8	1.06047
39.9	1.05602
40	1.04756
40.1	1.05997
40.2	1.0539
40.3	1.06021
40.4	1.05957
40.5	1.06532
40.6	1.07509
40.7	1.08424
40.8	1.07836
40.9	1.08181
41	1.08248
41.1	1.08437
41.2	1.08418
41.3	1.07933
41.4	1.07925
41.5	1.07326
41.6	1.07579
41.7	1.07851
41.8	1.07704
41.9	1.07838
42	1.07189
42.1	1.07311
42.2	1.07945
42.3	1.08139
42.4	1.08498
42.5	1.08837
42.6	1.08672
42.7	1.09778
42.8	1.08942
42.9	1.08453
43	1.08848
43.1	1.08624
43.2	1.09067
43.3	1.09136
43.4	1.08653
43.5	1.09801
43.6	1.10179
43.7	1.09208
43.8	1.0901
43.9	1.07475
44	1.0734
44.1	1.07883
44.2	1.07297
44.3	1.07518
44.4	1.08636
44.5	1.09185
44.6	1.10649
44.7	1.10443
44.8	1.10714
44.9	1.10664
45	1.11125
45.1	1.10065
45.2	1.09024
