t	x
33.4	1.05038
33.6	1.05172
33.8	1.05306
34	1.05437
34.2	1.05567
34.4	1.05694
34.6	1.05819
34.8	1.0594
35	1.06058
35.2	1.06173
35.4	1.06284
35.6	1.0639
35.8	1.06493
36	1.06591
36.2	1.06684
36.4	1.06772
36.6	1.06855
36.8	1.06934
37	1.07007
37.2	1.07076
37.4	1.07139
37.6	1.07198
37.8	1.07251
38	1.073
38.2	1.07344
38.4	1.07383
38.6	1.07418
38.8	1.07448
39	1.07474
39.2	1.07496
39.4	1.07514
39.6	1.07529
39.8	1.0754
40	1.07548
40.2	1.07552
40.4	1.07554
40.6	1.07553
40.8	1.0755
41	1.07545
41.2	1.07537
41.4	1.07528
41.6	1.07517
41.8	1.07504
42	1.07491
42.2	1.07476
42.4	1.0746
42.6	1.07443
42.8	1.07426
43	1.07409
43.2	1.0739
43.4	1.07372
43.6	1.07354
43.8	1.07336
44	1.07317
44.2	1.07299
44.4	1.07282
44.6	1.07265
44.8	1.07248
45	1.07232
45.2	1.07216
45.4	1.07202
45.6	1.07188
45.8	1.07175
46	1.07163
46.2	1.07152
46.4	1.07142
46.6	1.07133
46.8	1.07125
47	1.07119
47.2	1.07114
47.4	1.07111
47.6	1.07109
47.8	1.07108
48	1.07109
48.2	1.07111
48.4	1.07115
48.6	1.07121
48.8	1.07128
49	1.07137
49.2	1.07148
49.4	1.0716
49.6	1.07175
49.8	1.0719
50	1.07208
50.2	1.07227
50.4	1.07248
50.6	1.07271
50.8	1.07295
51	1.07321
51.2	1.07348
51.4	1.07377
51.6	1.07407
51.8	1.07438
52	1.07471
52.2	1.07504
52.4	1.07539
52.6	1.07574
52.8	1.07611
53	1.07648
53.2	1.07685
53.4	1.07723
53.6	1.07762
53.8	1.078
54	1.07839
54.2	1.07877
54.4	1.07916
54.6	1.07954
54.8	1.07991
55	1.08029
55.2	1.08065
55.4	1.08101
55.6	1.08136
55.8	1.0817
56	1.08204
56.2	1.08236
56.4	1.08267
56.6	1.08297
56.8	1.08326
57	1.08353
57.2	1.0838
57.4	1.08405
57.6	1.08429
57.8	1.08451
58	1.08473
58.2	1.08493
58.4	1.08512
58.6	1.0853
58.8	1.08547
59	1.08563
59.2	1.08577
59.4	1.08591
59.6	1.08604
59.8	1.08617
60	1.08628
60.2	1.0864
60.4	1.0865
60.6	1.0866
60.8	1.0867
61	1.08679
61.2	1.08688
61.4	1.08697
61.6	1.08706
61.8	1.08714
62	1.08723
62.2	1.08731
62.4	1.0874
62.6	1.08749
62.8	1.08758
63	1.08767
63.2	1.08776
63.4	1.08785
63.6	1.08795
63.8	1.08804
64	1.08814
64.2	1.08824
64.4	1.08834
64.6	1.08844
64.8	1.08854
65	1.08864
65.2	1.08874
65.4	1.08884
65.6	1.08893
65.8	1.08903
66	1.08912
66.2	1.08921
66.4	1.0893
66.6	1.08938
66.8	1.08946
67	1.08954
67.2	1.08961
67.4	1.08968
67.6	1.08974
67.8	1.08979
68	1.08984
68.2	1.08989
68.4	1.08993
68.6	1.08996
68.8	1.08999
69	1.09001
69.2	1.09002
69.4	1.09003
69.6	1.09004
69.8	1.09004
70	1.09004
70.2	1.09004
70.4	1.09003
70.6	1.09002
70.8	1.09
71	1.08999
71.2	1.08997
71.4	1.08996
71.6	1.08994
71.8	1.08993
72	1.08991
72.2	1.0899
72.4	1.08989
72.6	1.08989
72.8	1.08989
73	1.08989
73.2	1.0899
73.4	1.08991
73.6	1.08992
73.8	1.08995
74	1.08997
74.2	1.09001
74.4	1.09005
74.6	1.09009
74.8	1.09015
75	1.0902
75.2	1.09027
75.4	1.09034
75.6	1.09041
75.8	1.09049
76	1.09058
76.2	1.09067
76.4	1.09076
76.6	1.09085
76.8	1.09095
77	1.09105
77.2	1.09116
77.4	1.09126
77.6	1.09137
77.8	1.09147
78	1.09158
78.2	1.09168
78.4	1.09178
78.6	1.09188
78.8	1.09198
79	1.09207
79.2	1.09216
79.4	1.09224
79.6	1.09232
79.8	1.09239
80	1.09246
80.2	1.09252
80.4	1.09258
80.6	1.09262
80.8	1.09266
81	1.0927
81.2	1.09272
81.4	1.09274
81.6	1.09275
81.8	1.09276
82	1.09275
82.2	1.09274
82.4	1.09273
82.6	1.0927
82.8	1.09267
83	1.09263
83.2	1.09259
83.4	1.09254
83.6	1.09249
83.8	1.09243
84	1.09236
84.2	1.09229
84.4	1.09222
84.6	1.09215
84.8	1.09207
85	1.09198
85.2	1.0919
85.4	1.09181
85.6	1.09173
85.8	1.09164
86	1.09155
86.2	1.09146
86.4	1.09137
86.6	1.09128
86.8	1.09119
87	1.09111
87.2	1.09102
87.4	1.09094
87.6	1.09085
87.8	1.09077
88	1.09069
88.2	1.09062
88.4	1.09054
88.6	1.09047
88.8	1.09041
89	1.09034
89.2	1.09028
89.4	1.09022
89.6	1.09016
89.8	1.09011
90	1.09006
90.2	1.09001
90.4	1.08997
90.6	1.08993
90.8	1.08989
91	1.08986
91.2	1.08983
91.4	1.0898
91.6	1.08977
91.8	1.08975
92	1.08974
92.2	1.08972
92.4	1.08971
92.6	1.0897
92.8	1.08969
93	1.08969
93.2	1.08969
93.4	1.08969
93.6	1.0897
93.8	1.08971
94	1.08972
94.2	1.08973
94.4	1.08975
94.6	1.08977
94.8	1.08979
95	1.08981
95.2	1.08984
95.4	1.08987
95.6	1.0899
95.8	1.08993
96	1.08996
96.2	1.09
96.4	1.09004
96.6	1.09008
96.8	1.09012
97	1.09016
97.2	1.09021
97.4	1.09025
97.6	1.0903
97.8	1.09035
98	1.09039
98.2	1.09044
98.4	1.09049
98.6	1.09054
98.8	1.09059
99	1.09064
99.2	1.09068
99.4	1.09073
99.6	1.09078
99.8	1.09083
100	1.09087
