t	x
0	1
0.1	1.00365
0.2	1.00832
0.3	1.01142
0.4	1.01463
0.5	1.01733
0.6	1.02017
0.7	1.02237
0.8	1.02406
0.9	1.02596
1	1.02747
1.1	1.02922
1.2	1.03083
1.3	1.03232
1.4	1.03325
1.5	1.03422
1.6	1.03465
1.7	1.03642
1.8	1.03752
1.9	1.03864
2	1.04006
2.1	1.04208
2.2	1.04403
2.3	1.0466
2.4	1.04859
2.5	1.05143
2.6	1.05403
2.7	1.0566
2.8	1.05843
2.9	1.06113
3	1.06332
3.1	1.06562
3.2	1.06739
3.3	1.06909
3.4	1.07077
3.5	1.07358
3.6	1.07621
3.7	1.07857
3.8	1.08044
3.9	1.08308
4	1.08595
4.1	1.08791
4.2	1.09006
4.3	1.09144
4.4	1.09296
4.5	1.09474
4.6	1.09505
4.7	1.09685
4.8	1.09843
4.9	1.1006
5	1.10074
5.1	1.10199
5.2	1.10256
5.3	1.10355
5.4	1.10425
5.5	1.10493
5.6	1.10403
5.7	1.10579
5.8	1.10709
5.9	1.10798
6	1.10855
6.1	1.10817
6.2	1.10805
6.3	1.10948
6.4	1.10957
6.5	1.10931
6.6	1.10878
6.7	1.1093
6.8	1.10909
6.9	1.10842
7	1.10825
7.1	1.10748
7.2	1.10631
7.3	1.10706
7.4	1.10762
7.5	1.10545
7.6	1.10648
7.7	1.10533
7.8	1.10606
7.9	1.10512
8	1.10302
8.1	1.10192
8.2	1.10315
8.3	1.10168
8.4	1.10112
8.5	1.09889
8.6	1.10115
8.7	1.10111
8.8	1.09986
8.9	1.0979
9	1.09798
9.1	1.09757
9.2	1.09749
9.3	1.09565
9.4	1.09584
9.5	1.09635
9.6	1.09923
9.7	1.09804
9.8	1.0971
9.9	1.09637
10	1.09683
10.1	1.09783
10.2	1.09621
10.3	1.09601
10.4	1.09594
10.5	1.0965
10.6	1.09901
10.7	1.09917
10.8	1.09839
10.9	1.09961
11	1.097
11.1	1.09812
11.2	1.09961
11.3	1.09904
11.4	1.098
11.5	1.09777
11.6	1.0989
11.7	1.10137
11.8	1.10171
11.9	1.10199
12	1.10333
12.1	1.10673
12.2	1.10927
12.3	1.10966
12.4	1.11043
12.5	1.1115
12.6	1.11108
12.7	1.11239
12.8	1.11001
12.9	1.11015
13	1.11287
13.1	1.11275
13.2	1.11374
13.3	1.11297
13.4	1.10991
13.5	1.11315
13.6	1.11369
13.7	1.11014
13.8	1.11364
13.9	1.11444
14	1.11666
14.1	1.11821
14.2	1.11566
14.3	1.11592
14.4	1.11873
14.5	1.11716
14.6	1.1176
14.7	1.11804
14.8	1.11938
14.9	1.11952
15	1.12213
15.1	1.12279
15.2	1.12551
15.3	1.12774
15.4	1.12849
15.5	1.1293
15.6	1.13195
15.7	1.13292
15.8	1.13363
15.9	1.13309
16	1.13579
16.1	1.13697
16.2	1.14021
16.3	1.14567
16.4	1.14788
16.5	1.15095
16.6	1.15228
16.7	1.15163
16.8	1.15527
16.9	1.15576
17	1.15464
17.1	1.15398
17.2	1.15742
17.3	1.159
17.4	1.16034
17.5	1.1623
17.6	1.16286
17.7	1.16568
17.8	1.17054
17.9	1.16925
18	1.17025
18.1	1.17479
18.2	1.17773
18.3	1.17888
18.4	1.17854
18.5	1.17903
18.6	1.18511
18.7	1.19024
18.8	1.18906
18.9	1.19032
19	1.19598
19.1	1.19854
19.2	1.19745
19.3	1.19362
19.4	1.19315
19.5	1.19424
19.6	1.19627
19.7	1.1966
19.8	1.20035
19.9	1.20244
20	1.20515
20.1	1.20683
20.2	1.20979
20.3	1.20706
20.4	1.20637
20.5	1.20484
20.6	1.20442
20.7	1.20504
20.8	1.20395
20.9	1.20331
21	1.206
21.1	1.20873
21.2	1.20861
21.3	1.20973
21.4	1.20703
21.5	1.20781
21.6	1.20725
21.7	1.2065
21.8	1.20359
21.9	1.20011
22	1.19853
22.1	1.19782
22.2	1.19564
22.3	1.19318
22.4	1.18783
22.5	1.18553
22.6	1.18644
22.7	1.18497
22.8	1.1837
22.9	1.18105
23	1.178
23.1	1.17803
23.2	1.17365
23.3	1.16936
23.4	1.16762
23.5	1.16567
23.6	1.16041
23.7	1.15663
23.8	1.15463
23.9	1.15281
24	1.14959
24.1	1.14033
24.2	1.13737
24.3	1.13834
24.4	1.13831
24.5	1.13341
24.6	1.12978
24.7	1.12752
24.8	1.13151
24.9	1.12757
25	1.12713
25.1	1.12411
25.2	1.12334
25.3	1.125
25.4	1.12238
25.5	1.1176
25.6	1.11875
25.7	1.11739
25.8	1.11642
25.9	1.11386
26	1.11134
26.1	1.11152
26.2	1.11298
26.3	1.11157
26.4	1.10762
26.5	1.10682
26.6	1.1086
26.7	1.10789
26.8	1.10698
26.9	1.10892
27	1.10938
27.1	1.11155
27.2	1.11192
27.3	1.11031
27.4	1.1125
27.5	1.11913
27.6	1.11765
27.7	1.11553
27.8	1.11408
27.9	1.11448
28	1.11506
28.1	1.11675
28.2	1.11224
28.3	1.11673
28.4	1.11886
28.5	1.11769
28.6	1.11888
28.7	1.12232
28.8	1.12108
28.9	1.1215
29	1.11914
29.1	1.11753
29.2	1.11997
29.3	1.12348
29.4	1.12413
29.5	1.12504
29.6	1.12735
29.7	1.12521
29.8	1.12859
29.9	1.13191
30	1.13296
30.1	1.13248
30.2	1.13407
30.3	1.13389
30.4	1.13827
30.5	1.1396
30.6	1.14132
30.7	1.14335
30.8	1.14468
30.9	1.14328
31	1.14879
31.1	1.15056
31.2	1.15296
31.3	1.15205
31.4	1.15051
31.5	1.15427
31.6	1.15967
31.7	1.15607
31.8	1.15604
31.9	1.15613
32	1.16086
32.1	1.16625
32.2	1.16635
32.3	1.16787
32.4	1.16875
32.5	1.17114
32.6	1.17509
32.7	1.16995
32.8	1.16846
32.9	1.16726
33	1.16434
33.1	1.17376
33.2	1.17353
33.3	1.17247
33.4	1.17838
33.5	1.17556
33.6	1.17781
33.7	1.1829
33.8	1.17793
33.9	1.18062
34	1.18099
34.1	1.18211
34.2	1.18481
34.3	1.18799
34.4	1.18642
34.5	1.18504
34.6	1.18043
34.7	1.18015
34.8	1.17902
34.9	1.17597
35	1.17247
35.1	1.17385
35.2	1.17728
35.3	1.18143
35.4	1.18379
35.5	1.18549
35.6	1.18968
35.7	1.19156
35.8	1.19204
35.9	1.19231
36	1.18852
36.1	1.18737
36.2	1.18536
36.3	1.18457
36.4	1.18061
36.5	1.17905
36.6	1.17789
36.7	1.18362
36.8	1.18224
36.9	1.18896
37	1.19084
37.1	1.19024
37.2	1.18854
37.3	1.18672
37.4	1.18358
37.5	1.1848
37.6	1.17828
37.7	1.17719
37.8	1.18644
37.9	1.19099
38	1.19224
38.1	1.19426
38.2	1.19558
38.3	1.20011
38.4	1.19954
38.5	1.19449
38.6	1.18947
38.7	1.18994
38.8	1.19026
38.9	1.18615
39	1.18279
39.1	1.18332
39.2	1.18131
39.3	1.18451
39.4	1.18426
39.5	1.18315
39.6	1.18463
39.7	1.18344
39.8	1.18084
39.9	1.18174
40	1.18706
40.1	1.1881
40.2	1.18981
40.3	1.19046
40.4	1.19506
40.5	1.19973
40.6	1.2005
40.7	1.1954
40.8	1.19497
40.9	1.19254
41	1.19645
41.1	1.19022
41.2	1.19161
41.3	1.19528
41.4	1.1915
41.5	1.19545
41.6	1.19827
41.7	1.1953
41.8	1.20106
41.9	1.20249
42	1.20265
42.1	1.20414
42.2	1.19868
42.3	1.19637
42.4	1.19976
42.5	1.19833
42.6	1.19138
42.7	1.19149
42.8	1.20141
42.9	1.20742
43	1.2101
43.1	1.21276
43.2	1.21343
43.3	1.21837
43.4	1.21981
43.5	1.21541
43.6	1.2156
43.7	1.21676
43.8	1.21917
43.9	1.22194
44	1.22617
44.1	1.2221
44.2	1.22675
44.3	1.22628
44.4	1.22986
44.5	1.22518
44.6	1.22381
44.7	1.22327
44.8	1.22838
44.9	1.2293
45	1.2287
45.1	1.22251
45.2	1.22156
45.3	1.22268
45.4	1.22137
45.5	1.22107
45.6	1.21729
45.7	1.22146
45.8	1.22701
45.9	1.23353
46	1.2273
46.1	1.22657
46.2	1.22404
46.3	1.2228
46.4	1.21534
46.5	1.21447
46.6	1.20839
