t	x
61.2	1.20374
61.4	1.2028
61.6	1.202
61.8	1.20137
62	1.20092
62.2	1.20069
62.4	1.20067
62.6	1.20089
62.8	1.20133
63	1.20199
63.2	1.20286
63.4	1.20394
63.6	1.20518
63.8	1.20658
64	1.20809
64.2	1.2097
64.4	1.21135
64.6	1.21303
64.8	1.2147
65	1.21632
65.2	1.21786
65.4	1.21931
65.6	1.22063
65.8	1.22182
66	1.22285
66.2	1.22374
66.4	1.22446
66.6	1.22504
66.8	1.22547
67	1.22577
67.2	1.22596
67.4	1.22605
67.6	1.22606
67.8	1.22601
68	1.22591
68.2	1.2258
68.4	1.22567
68.6	1.22555
68.8	1.22544
69	1.22536
69.2	1.22531
69.4	1.22529
69.6	1.22531
69.8	1.22535
70	1.22543
70.2	1.22553
70.4	1.22564
70.6	1.22577
70.8	1.2259
71	1.22603
71.2	1.22616
71.4	1.22629
71.6	1.2264
71.8	1.22651
72	1.22661
72.2	1.2267
72.4	1.22679
72.6	1.22688
72.8	1.22697
73	1.22707
73.2	1.22719
73.4	1.22732
73.6	1.22746
73.8	1.22763
74	1.22783
74.2	1.22804
74.4	1.22827
74.6	1.22853
74.8	1.22879
75	1.22907
75.2	1.22935
75.4	1.22963
75.6	1.22991
75.8	1.23019
76	1.23045
76.2	1.23069
76.4	1.23092
76.6	1.23113
76.8	1.23133
77	1.23151
77.2	1.23168
77.4	1.23185
77.6	1.23201
77.8	1.23217
78	1.23235
78.2	1.23253
78.4	1.23273
78.6	1.23295
78.8	1.23319
79	1.23346
79.2	1.23374
79.4	1.23405
79.6	1.23437
79.8	1.2347
80	1.23503
